timestep,elapsed,hour,ti,to,tChange,ventilationLoss,transmissionLoss,heatChange,applianceGain,internalGain,co2,consumption,occupancy,heatpumpState,ventilationState
1,0,0,19.598224603174604,0,1.5982246031746037,0,6.236999999999999,-0.0062369999999999995,0,0,0.0004,0,0,off,false
1,1,0,19.59283509140873,0,-0.005389511765873323,0,6.790784825,-0.006790784825,0,0,0.0004,0,0,off,false
1,2,0,19.587447061758592,0,-0.005388029650138293,0,6.788917359173125,-0.006788917359173125,0,0,0.0004,0,0,off,false
1,3,0,19.58206051381661,0,-0.0053865479419812345,0,6.787050406899352,-0.006787050406899352,0,0,0.0004,0,0,off,false
1,4,0,19.57667544717531,0,-0.005385066641299119,0,6.7851839680374555,-0.006785183968037455,0,0,0.0004,0,0,off,false
1,5,0,19.571291861427333,0,-0.005383585747978259,0,6.783318042446245,-0.006783318042446245,0,0,0.0004,0,0,off,false
1,6,0,19.565909756165446,0,-0.0053821052618872045,0,6.781452629984571,-0.006781452629984571,0,0,0.0004,0,0,off,false
1,7,0,19.560529130982506,0,-0.00538062518294069,0,6.779587730511326,-0.006779587730511326,0,0,0.0004,0,0,off,false
1,8,0,19.555149985471484,0,-0.005379145511021477,0,6.777723343885438,-0.006777723343885438,0,0,0.0004,0,0,off,false
1,9,0,19.549772319225475,0,-0.005377666246008772,0,6.7758594699658685,-0.006775859469965869,0,0,0.0004,0,0,off,false
1,10,0,19.544396131837694,0,-0.005376187387781783,0,6.773996108611627,-0.006773996108611627,0,0,0.0004,0,0,off,false
1,11,0,19.539021422901435,0,-0.0053747089362587985,0,6.77213325968176,-0.00677213325968176,0,0,0.0004,0,0,off,false
1,12,0,19.53364819201013,0,-0.005373230891304814,0,6.770270923035347,-0.006770270923035348,0,0,0.0004,0,0,off,false
1,13,0,19.52827643875733,0,-0.005371753252799039,0,6.768409098531509,-0.006768409098531509,0,0,0.0004,0,0,off,false
1,14,0,19.522906162736675,0,-0.005370276020656206,0,6.766547786029414,-0.006766547786029414,0,0,0.0004,0,0,off,false
1,15,0,19.51753736354192,0,-0.005368799194755525,0,6.764686985388257,-0.006764686985388257,0,0,0.0004,0,0,off,false
1,16,0,19.51217004076694,0,-0.005367322774979755,0,6.7628266964672745,-0.006762826696467275,0,0,0.0004,0,0,off,false
1,17,0,19.506804194005724,0,-0.005365846761215209,0,6.760966919125743,-0.006760966919125744,0,0,0.0004,0,0,off,false
1,18,0,19.501439822852372,0,-0.005364371153351755,0,6.7591076532229835,-0.006759107653222983,0,0,0.0004,0,0,off,false
