timestep,elapsed,hour,ti,to,tChange,ventilationLoss,transmissionLoss,heatChange,applianceGain,internalGain,co2,consumption,occupancy,heatpumpState,ventilationState
1,0,0,19.44819182098766,0,1.4481918209876596,0,12.6195,-0.012619500000000002,0,0,0.0004,0,0,off,false
1,1,0,19.435567003256956,0,-0.012624817730703342,0,13.6348031491641,-0.013634803149164099,0,0,0.0004,0,0,off,false
1,2,0,19.42295038094226,0,-0.012616622314695292,0,13.625952099866733,-0.013625952099866733,0,0,0.0004,0,0,off,false
1,3,0,19.410341948723527,0,-0.012608432218733867,0,13.61710679623894,-0.013617106796238938,0,0,0.0004,0,0,off,false
1,4,0,19.397741701284133,0,-0.012600247439394252,0,13.60826723455092,-0.01360826723455092,0,0,0.0004,0,0,off,false
1,5,0,19.385149633310917,0,-0.012592067973216103,0,13.599433411075287,-0.013599433411075286,0,0,0.0004,0,0,off,false
1,6,0,19.372565739494163,0,-0.012583893816753289,0,13.590605322087065,-0.013590605322087064,0,0,0.0004,0,0,off,false
1,7,0,19.359990014527618,0,-0.012575724966545465,0,13.581782963863702,-0.013581782963863701,0,0,0.0004,0,0,off,false
1,8,0,19.34742245310846,0,-0.012567561419157158,0,13.572966332685072,-0.013572966332685071,0,0,0.0004,0,0,off,false
1,9,0,19.334863049937322,0,-0.012559403171138683,0,13.564155424833457,-0.013564155424833456,0,0,0.0004,0,0,off,false
1,10,0,19.32231179971826,0,-0.012551250219061671,0,13.55535023659356,-0.013555350236593558,0,0,0.0004,0,0,off,false
1,11,0,19.309768697158773,0,-0.012543102559487096,0,13.54655076425248,-0.01354655076425248,0,0,0.0004,0,0,off,false
1,12,0,19.29723373696979,0,-0.012534960188983035,0,13.537757004099731,-0.013537757004099732,0,0,0.0004,0,0,off,false
1,13,0,19.28470691386569,0,-0.012526823104099805,0,13.52896895242724,-0.013528968952427238,0,0,0.0004,0,0,off,false
1,14,0,19.27218822256427,0,-0.012518691301419693,0,13.52018660552934,-0.013520186605529338,0,0,0.0004,0,0,off,false
1,15,0,19.259677657786767,0,-0.012510564777503674,0,13.51140995970277,-0.013511409959702769,0,0,0.0004,0,0,off,false
1,16,0,19.247175214257833,0,-0.012502443528934037,0,13.502639011246673,-0.013502639011246674,0,0,0.0004,0,0,off,false
1,17,0,19.234680886705554,0,-0.012494327552278861,0,13.493873756462596,-0.013493873756462597,0,0,0.0004,0,0,off,false
1,18,0,19.22219466986143,0,-0.012486216844123987,0,13.485114191654487,-0.013485114191654489,0,0,0.0004,0,0,off,false
1,19,0,19.209716558460382,0,-0.012478111401048153,0,13.476360313128685,-0.013476360313128686,0,0,0.0004,0,0,off,false
1,20,0,19.197246547240756,0,-0.012470011219626542,0,13.467612117193935,-0.013467612117193935,0,0,0.0004,0,0,off,false
1,21,0,19.184784630944314,0,-0.012461916296441444,0,13.458869600161375,-0.013458869600161375,0,0,0.0004,0,0,off,false
1,22,0,19.17233080431621,0,-0.01245382662810357,0,13.450132758344544,-0.013450132758344543,0,0,0.0004,0,0,off,false
1,23,0,19.159885062105047,0,-0.012445742211163235,0,13.441401588059358,-0.013441401588059357,0,0,0.0004,0,0,off,false
1,24,0,19.147447399062802,0,-0.012437663042245362,0,13.432676085624148,-0.01343267608562415,0,0,0.0004,0,0,off,false
1,25,0,19.13501780994487,0,-0.012429589117932238,0,13.423956247359614,-0.013423956247359616,0,0,0.0004,0,0,off,false
1,26,0,19.12259628951007,0,-0.01242152043479905,0,13.415242069588851,-0.013415242069588851,0,0,0.0004,0,0,off,false
1,27,0,19.110182832520596,0,-0.01241345698947427,0,13.406533548637354,-0.013406533548637354,0,0,0.0004,0,0,off,false
1,28,0,19.09777743374205,0,-0.012405398778547294,0,13.397830680832984,-0.013397830680832983,0,0,0.0004,0,0,off,false
1,29,0,19.085380087943427,0,-0.012397345798621728,0,13.38913346250599,-0.01338913346250599,0,0,0.0004,0,0,off,false
1,30,0,19.072990789897137,0,-0.01238929804629052,0,13.380441889989006,-0.013380441889989004,0,0,0.0004,0,0,off,false
1,31,0,19.06060953437898,0,-0.012381255518157275,0,13.371755959617053,-0.013371755959617052,0,0,0.0004,0,0,off,false
1,32,0,19.048236316168122,0,-0.012373218210857573,0,13.36307566772753,-0.01336307566772753,0,0,0.0004,0,0,off,false
1,33,0,19.03587113004714,0,-0.012365186120980809,0,13.354401010660203,-0.013354401010660202,0,0,0.0004,0,0,off,false
1,34,0,19.023513970801996,0,-0.0123571592451448,0,13.345731984757217,-0.013345731984757218,0,0,0.0004,0,0,off,false
1,35,0,19.01116483322203,0,-0.012349137579967362,0,13.3370685863631,-0.013337068586363101,0,0,0.0004,0,0,off,false
1,36,0,18.99882371209997,0,-0.012341121122059207,0,13.328410811824746,-0.013328410811824745,0,0,0.0004,0,0,off,false
1,37,0,18.986490602231925,0,-0.012333109868045256,0,13.319758657491422,-0.013319758657491422,0,0,0.0004,0,0,off,false
1,38,0,18.974165498417378,0,-0.012325103814546878,0,13.311112119714766,-0.013311112119714766,0,0,0.0004,0,0,off,false
1,39,0,18.961848395459185,0,-0.01231710295819255,0,13.302471194848785,-0.013302471194848786,0,0,0.0004,0,0,off,false
1,40,0,18.94953928816358,0,-0.012309107295603638,0,13.293835879249846,-0.013293835879249845,0,0,0.0004,0,0,off,false
1,41,0,18.937238171340184,0,-0.012301116823397962,0,13.285206169276686,-0.013285206169276685,0,0,0.0004,0,0,off,false
1,42,0,18.924945039801948,0,-0.012293131538235968,0,13.276582061290416,-0.013276582061290414,0,0,0.0004,0,0,off,false
1,43,0,18.91265988836523,0,-0.012285151436717712,0,13.267963551654484,-0.013267963551654485,0,0,0.0004,0,0,off,false
1,44,0,18.900382711849737,0,-0.012277176515492982,0,13.259350636734725,-0.013259350636734725,0,0,0.0004,0,0,off,false
1,45,0,18.88811350507854,0,-0.01226920677119736,0,13.25074331289932,-0.013250743312899322,0,0,0.0004,0,0,off,false
1,46,0,18.875852262878066,0,-0.012261242200473532,0,13.242141576518813,-0.013242141576518814,0,0,0.0004,0,0,off,false
1,47,0,18.86359898007809,0,-0.01225328279997484,0,13.233545423966099,-0.0132335454239661,0,0,0.0004,0,0,off,false
1,48,0,18.851353651511772,0,-0.012245328566319102,0,13.224954851616417,-0.013224954851616415,0,0,0.0004,0,0,off,false
1,49,0,18.839116272015612,0,-0.012237379496159662,0,13.216369855847379,-0.01321636985584738,0,0,0.0004,0,0,off,false
1,50,0,18.82688683642946,0,-0.012229435586153414,0,13.207790433038948,-0.013207790433038947,0,0,0.0004,0,0,off,false
1,51,0,18.814665339596516,0,-0.012221496832943046,0,13.199216579573422,-0.013199216579573422,0,0,0.0004,0,0,off,false
1,52,0,18.802451776363334,0,-0.012213563233181901,0,13.190648291835458,-0.013190648291835458,0,0,0.0004,0,0,off,false
1,53,0,18.7902461415798,0,-0.01220563478353398,0,13.182085566212063,-0.013182085566212063,0,0,0.0004,0,0,off,false
1,54,0,18.778048430099158,0,-0.01219771148064197,0,13.173528399092572,-0.013173528399092574,0,0,0.0004,0,0,off,false
1,55,0,18.765858636777985,0,-0.012189793321173426,0,13.164976786868687,-0.013164976786868687,0,0,0.0004,0,0,off,false
1,56,0,18.7536767564762,0,-0.012181880301785242,0,13.156430725934433,-0.013156430725934433,0,0,0.0004,0,0,off,false
1,57,0,18.74150278405704,0,-0.012173972419159185,0,13.147890212686189,-0.01314789021268619,0,0,0.0004,0,0,off,false
1,58,0,18.72933671438711,0,-0.012166069669930835,0,13.139355243522658,-0.013139355243522659,0,0,0.0004,0,0,off,false
1,59,0,18.71717854233633,0,-0.012158172050778404,0,13.130825814844897,-0.013130825814844899,0,0,0.0004,0,0,off,false
1,60,1,18.70502826277794,0,-0.012150279558390764,0,13.122301923056297,-0.013122301923056297,0,0,0.0004,0,0,off,false
1,61,1,18.69288587058853,0,-0.0121423921894106,0,13.113783564562569,-0.013113783564562567,0,0,0.0004,0,0,off,false
1,62,1,18.680751360647996,0,-0.012134509940533889,0,13.105270735771777,-0.013105270735771777,0,0,0.0004,0,0,off,false
1,63,1,18.66862472783957,0,-0.012126632808424631,0,13.096763433094301,-0.0130967634330943,0,0,0.0004,0,0,off,false
1,64,1,18.656505967049814,0,-0.012118760789757488,0,13.088261652942862,-0.013088261652942862,0,0,0.0004,0,0,off,false
1,65,1,18.644395073168575,0,-0.012110893881239093,0,13.079765391732508,-0.013079765391732508,0,0,0.0004,0,0,off,false
1,66,1,18.632292041089055,0,-0.012103032079519238,0,13.071274645880603,-0.013071274645880602,0,0,0.0004,0,0,off,false
1,67,1,18.620196865707754,0,-0.012095175381301004,0,13.062789411806852,-0.013062789411806853,0,0,0.0004,0,0,off,false
1,68,1,18.608109541924488,0,-0.012087323783266157,0,13.05430968593328,-0.013054309685933279,0,0,0.0004,0,0,off,false
1,69,1,18.596030064642378,0,-0.012079477282110673,0,13.045835464684227,-0.013045835464684227,0,0,0.0004,0,0,off,false
1,70,1,18.583958428767854,0,-0.012071635874523423,0,13.037366744486361,-0.013037366744486361,0,0,0.0004,0,0,off,false
1,71,1,18.571894629210657,0,-0.01206379955719683,0,13.028903521768664,-0.013028903521768664,0,0,0.0004,0,0,off,false
